id,strategy_name,trade_duration,market_name,symbol,market_category,signal_direction,signal_opening_price,signal_high_price,signal_low_price,signal_closing_price,signal_sma_num,signal_average_price,signal_date,signal_date_day,signal_date_num_day,signal_date_month,signal_date_num_month,signal_date_year,opening_price,starting_date,opening_date_day,opening_date_num_day,opening_date_month,opening_date_num_month,opening_date_year,ending_date,closing_price,closing_hit_after_days,closing_date_day,closing_date_num_day,closing_date_month,closing_date_num_month,closing_date_year,min_lows,min_date,min_hit_after_days,min_date_day,min_date_num_day,min_date_month,min_date_num_month,min_date_year,min_diff_to_open,max_highs,max_date,max_hit_after_days,max_date_day,max_date_num_day,max_date_month,max_date_num_month,max_date_year,max_diff_to_open,min_max_diff,profit,singal_price_diff_to_sma,signal_position_to_sma,gap_size_ontrade_date,gap_position,cumulative_return,sl_is_sl_hit,sl_date,sl_date_day,sl_date_num_day,sl_date_month,sl_date_num_month,sl_date_year,sl_hit_after,sl_closing,sl_loss,sl_count,tp_is_hit,tp_date,tp_date_day,tp_date_num_day,tp_date_month,tp_date_num_month,tp_date_year,tp_hit_after,tp_closing,tp_gain,tp_count
382,ttm,0,stock,HOLX,sp_100_daily,Bear,46.39,46.68,45.24,45.65,46.6645,45.96,2019-05-07,Tuesday,2,May,4,2019,45.64,2019-05-08,Wednesday,3,May,4,2019,2019-05-08,45.72,0,Wednesday,3,May,4,2019,45.285,2019-05-08,0,Wednesday,3,May,4,2019,0.355,46.0613,2019-05-08,0,Wednesday,3,May,4,2019,0.4213,-0.7763,-0.08,-0.7045,-1,-0.01,-1,-0.1752848379,1,2019-05-08,Wednesday,3,May,4,2019,0,45.72,-0.08,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,ttm,0,stock,HOLX,sp_100_daily,Bear,49.5,49.81,49.19,49.45,49.0252,49.5,2019-09-16,Monday,1,September,8,2019,49.42,2019-09-17,Tuesday,2,September,8,2019,2019-09-17,50,0,Tuesday,2,September,8,2019,49.42,2019-09-17,0,Tuesday,2,September,8,2019,0,50.21,2019-09-17,0,Tuesday,2,September,8,2019,0.79,-0.79,-0.58,0.4748,1,-0.03,-1,-1.173613921,1,2019-09-17,Tuesday,2,September,8,2019,0,50,-0.58,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,ttm,0,stock,HOLX,sp_100_daily,Bear,48.53,48.77,47.7801,48.105,49.0864,48.27505,2019-11-05,Tuesday,2,November,10,2019,48.39,2019-11-06,Wednesday,3,November,10,2019,2019-11-06,48.56,0,Wednesday,3,November,10,2019,48.24,2019-11-06,0,Wednesday,3,November,10,2019,0.15,49.06,2019-11-06,0,Wednesday,3,November,10,2019,0.67,-0.82,-0.17,-0.81135,-1,0.285,1,-0.3513122546,1,2019-11-06,Wednesday,3,November,10,2019,0,48.56,-0.17,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,ttm,0,stock,HOLX,sp_100_daily,Bear,70.3,71.3,68.0818,68.55,57.7262,69.6909,2020-08-07,Friday,5,August,7,2020,68.62,2020-08-10,Monday,1,August,7,2020,2020-08-10,65.9,0,Monday,1,August,7,2020,65.71,2020-08-10,0,Monday,1,August,7,2020,2.91,68.73,2020-08-10,0,Monday,1,August,7,2020,0.11,-3.02,2.72,11.9647,1,0.07,1,3.963858933,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020-08-10,Monday,1,August,7,2020,0,65.9,2.72,1
386,ttm,0,stock,HOLX,sp_100_daily,Bear,66.56,67.17,65.735,65.85,65.186,66.4525,2020-10-21,Wednesday,3,October,9,2020,65.65,2020-10-22,Thursday,4,October,9,2020,2020-10-22,67.97,0,Thursday,4,October,9,2020,65.57,2020-10-22,0,Thursday,4,October,9,2020,0.08,68.21,2020-10-22,0,Thursday,4,October,9,2020,2.56,-2.64,-2.32,1.2665,1,-0.2,-1,-3.533891851,1,2020-10-22,Thursday,4,October,9,2020,0,67.97,-2.32,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,ttm,0,stock,HOLX,sp_100_daily,Bear,71.62,72.363,68.915,70.41,76.7396,70.639,2021-03-04,Thursday,4,March,2,2021,70.9053,2021-03-05,Friday,5,March,2,2021,2021-03-05,72.35,0,Friday,5,March,2,2021,67.88,2021-03-05,0,Friday,5,March,2,2021,3.0253,72.46,2021-03-05,0,Friday,5,March,2,2021,1.5547,-4.58,-1.4447,-6.1006,-1,0.4953,1,-2.037506364,1,2021-03-05,Friday,5,March,2,2021,0,72.35,-1.4447,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,ttm,0,stock,HOLX,sp_100_daily,Bear,75.96,76.09,73.39,74.03,75.62,74.74,2021-09-27,Monday,1,September,8,2021,73.6,2021-09-28,Tuesday,2,September,8,2021,2021-09-28,72.87,0,Tuesday,2,September,8,2021,72.26,2021-09-28,0,Tuesday,2,September,8,2021,1.34,73.76,2021-09-28,0,Tuesday,2,September,8,2021,0.16,-1.5,0.73,-0.88,-1,-0.43,-1,0.9918478261,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2021-09-28,Tuesday,2,September,8,2021,0,72.87,0.73,1
389,ttm,0,stock,HOLX,sp_100_daily,Bear,76.52,77.25,74.24,74.73,73.2941,75.745,2021-11-30,Tuesday,2,November,10,2021,74.63,2021-12-01,Wednesday,3,December,11,2021,2021-12-01,73.06,0,Wednesday,3,December,11,2021,72.23,2021-12-01,0,Wednesday,3,December,11,2021,2.4,74.98,2021-12-01,0,Wednesday,3,December,11,2021,0.35,-2.75,1.57,2.4509,1,-0.1,-1,2.103711644,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2021-12-01,Wednesday,3,December,11,2021,0,73.06,1.57,1
390,ttm,0,stock,HOLX,sp_100_daily,Bear,72.88,72.99,69.55,70.43,73.9312,71.27,2022-01-04,Tuesday,2,January,0,2022,70.18,2022-01-05,Wednesday,3,January,0,2022,2022-01-05,70.76,0,Wednesday,3,January,0,2022,70.05,2022-01-05,0,Wednesday,3,January,0,2022,0.13,71.59,2022-01-05,0,Wednesday,3,January,0,2022,1.41,-1.54,-0.58,-2.6612,-1,-0.25,-1,-0.826446281,1,2022-01-05,Wednesday,3,January,0,2022,0,70.76,-0.58,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,ttm,0,stock,HOLX,sp_100_daily,Bear,72,72,69.87,69.96,73.8566,70.935,2022-01-13,Thursday,4,January,0,2022,69.73,2022-01-14,Friday,5,January,0,2022,2022-01-14,69.59,0,Friday,5,January,0,2022,68.9601,2022-01-14,0,Friday,5,January,0,2022,0.7699,70.26,2022-01-14,0,Friday,5,January,0,2022,0.53,-1.2999,0.14,-2.9216,-1,-0.23,-1,0.2007744156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-01-14,Friday,5,January,0,2022,0,69.59,0.14,1
392,ttm,0,stock,HOLX,sp_100_daily,Bear,72.974,73.245,71.87,72.73,73.8111,72.5575,2022-04-25,Monday,1,April,3,2022,72.06,2022-04-26,Tuesday,2,April,3,2022,2022-04-26,70.54,0,Tuesday,2,April,3,2022,70.36,2022-04-26,0,Tuesday,2,April,3,2022,1.7,72.23,2022-04-26,0,Tuesday,2,April,3,2022,0.17,-1.87,1.52,-1.2536,-1,-0.67,-1,2.109353317,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-04-26,Tuesday,2,April,3,2022,0,70.54,1.52,1
393,ttm,0,stock,HOLX,sp_100_daily,Bear,75.57,76.01,73.33,74.65,75.455,74.67,2022-06-01,Wednesday,3,June,5,2022,74.72,2022-06-02,Thursday,4,June,5,2022,2022-06-02,75.99,0,Thursday,4,June,5,2022,74.03,2022-06-02,0,Thursday,4,June,5,2022,0.69,76.11,2022-06-02,0,Thursday,4,June,5,2022,1.39,-2.08,-1.27,-0.785,-1,0.07,1,-1.699678801,1,2022-06-02,Thursday,4,June,5,2022,0,75.99,-1.27,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,ttm,0,stock,HOLX,sp_100_daily,Bear,75.23,75.44,73.66,73.68,75.72,74.55,2022-06-09,Thursday,4,June,5,2022,72.79,2022-06-10,Friday,5,June,5,2022,2022-06-10,71.73,0,Friday,5,June,5,2022,71.71,2022-06-10,0,Friday,5,June,5,2022,1.08,73.17,2022-06-10,0,Friday,5,June,5,2022,0.38,-1.46,1.06,-1.17,-1,-0.89,-1,1.45624399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-06-10,Friday,5,June,5,2022,0,71.73,1.06,1
395,ttm,0,stock,HOLX,sp_100_daily,Bear,62.04,62.92,61.5025,61.6,67.3271,62.21125,2022-10-20,Thursday,4,October,9,2022,61.61,2022-10-21,Friday,5,October,9,2022,2022-10-21,62.51,0,Friday,5,October,9,2022,60.68,2022-10-21,0,Friday,5,October,9,2022,0.93,62.71,2022-10-21,0,Friday,5,October,9,2022,1.1,-2.03,-0.9,-5.11585,-1,0.01,1,-1.460801818,1,2022-10-21,Friday,5,October,9,2022,0,62.51,-0.9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,ttm,0,stock,HOLX,sp_100_daily,Bear,75.53,75.54,73.53,75.11,68.7061,74.535,2022-12-05,Monday,1,December,11,2022,74.87,2022-12-06,Tuesday,2,December,11,2022,2022-12-06,74.22,0,Tuesday,2,December,11,2022,74.12,2022-12-06,0,Tuesday,2,December,11,2022,0.75,75.61,2022-12-06,0,Tuesday,2,December,11,2022,0.74,-1.49,0.65,5.8289,1,-0.24,-1,0.8681714973,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-12-06,Tuesday,2,December,11,2022,0,74.22,0.65,1
397,ttm,0,stock,HOLX,sp_100_daily,Bear,75.31,75.34,74.275,75.01,70.217,74.8075,2022-12-15,Thursday,4,December,11,2022,74.54,2022-12-16,Friday,5,December,11,2022,2022-12-16,73.73,0,Friday,5,December,11,2022,73.52,2022-12-16,0,Friday,5,December,11,2022,1.02,74.83,2022-12-16,0,Friday,5,December,11,2022,0.29,-1.31,0.81,4.5905,1,-0.47,-1,1.086664878,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-12-16,Friday,5,December,11,2022,0,73.73,0.81,1
398,ttm,0,stock,ES,sp_100_daily,Bear,62.26,62.3,61.19,61.23,51.5695,61.745,2017-06-28,Wednesday,3,June,5,2017,61.04,2017-06-29,Thursday,4,June,5,2017,2017-06-29,60.7,0,Thursday,4,June,5,2017,60.52,2017-06-29,0,Thursday,4,June,5,2017,0.52,61.67,2017-06-29,0,Thursday,4,June,5,2017,0.63,-1.15,0.34,10.1755,1,-0.19,-1,0.5570117955,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-06-29,Thursday,4,June,5,2017,0,60.7,0.34,1
399,ttm,0,stock,ES,sp_100_daily,Bear,64.3,64.42,63.85,64.07,53.2527,64.135,2017-11-10,Friday,5,November,10,2017,64.1,2017-11-13,Monday,1,November,10,2017,2017-11-13,64.76,0,Monday,1,November,10,2017,64.01,2017-11-13,0,Monday,1,November,10,2017,0.09,64.83,2017-11-13,0,Monday,1,November,10,2017,0.73,-0.82,-0.66,10.8823,1,0.03,1,-1.029641186,1,2017-11-13,Monday,1,November,10,2017,0,64.76,-0.66,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,ttm,0,stock,ES,sp_100_daily,Bear,65.5,65.5,64.32,64.88,53.7706,64.91,2017-12-05,Tuesday,2,December,11,2017,64.96,2017-12-06,Wednesday,3,December,11,2017,2017-12-06,65.11,0,Wednesday,3,December,11,2017,64.84,2017-12-06,0,Wednesday,3,December,11,2017,0.12,65.35,2017-12-06,0,Wednesday,3,December,11,2017,0.39,-0.51,-0.15,11.1394,1,0.08,1,-0.23091133,1,2017-12-06,Wednesday,3,December,11,2017,0,65.11,-0.15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,ttm,0,stock,ES,sp_100_daily,Bear,58.11,58.64,57.34,57.36,53.2474,57.99,2018-02-21,Wednesday,3,February,1,2018,57.48,2018-02-22,Thursday,4,February,1,2018,2018-02-22,57.48,0,Thursday,4,February,1,2018,57.13,2018-02-22,0,Thursday,4,February,1,2018,0.35,58.06,2018-02-22,0,Thursday,4,February,1,2018,0.58,-0.93,0,4.7426,1,0.12,1,0,1,2018-02-22,Thursday,4,February,1,2018,0,57.48,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,ttm,0,stock,ES,sp_100_daily,Bear,58.96,59.15,57.38,57.39,52.8528,58.265,2018-02-27,Tuesday,2,February,1,2018,57.67,2018-02-28,Wednesday,3,February,1,2018,2018-02-28,57,0,Wednesday,3,February,1,2018,57,2018-02-28,0,Wednesday,3,February,1,2018,0.67,57.88,2018-02-28,0,Wednesday,3,February,1,2018,0.21,-0.88,0.67,5.4122,1,0.28,1,1.161782556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-02-28,Wednesday,3,February,1,2018,0,57,0.67,1
403,ttm,0,stock,ES,sp_100_daily,Bear,56.65,57.06,56.13,56.29,52.1656,56.595,2018-03-07,Wednesday,3,March,2,2018,56.49,2018-03-08,Thursday,4,March,2,2018,2018-03-08,56.87,0,Thursday,4,March,2,2018,56.49,2018-03-08,0,Thursday,4,March,2,2018,0,57.12,2018-03-08,0,Thursday,4,March,2,2018,0.63,-0.63,-0.38,4.4294,1,0.2,1,-0.672685431,1,2018-03-08,Thursday,4,March,2,2018,0,56.87,-0.38,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,ttm,0,stock,ES,sp_100_daily,Bear,59.94,59.94,58.93,59.22,50.6064,59.435,2018-04-20,Friday,5,April,3,2018,59.37,2018-04-23,Monday,1,April,3,2018,2018-04-23,59.21,0,Monday,1,April,3,2018,58.91,2018-04-23,0,Monday,1,April,3,2018,0.46,59.79,2018-04-23,0,Monday,1,April,3,2018,0.42,-0.88,0.16,8.8286,1,0.15,1,0.2694963786,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-04-23,Monday,1,April,3,2018,0,59.21,0.16,1
405,ttm,0,stock,ES,sp_100_daily,Bear,60.38,60.45,59.58,59.75,50.7738,60.015,2018-05-01,Tuesday,2,May,4,2018,59.71,2018-05-02,Wednesday,3,May,4,2018,2018-05-02,59.69,0,Wednesday,3,May,4,2018,59.34,2018-05-02,0,Wednesday,3,May,4,2018,0.37,59.99,2018-05-02,0,Wednesday,3,May,4,2018,0.28,-0.65,0.02,9.2412,1,-0.04,-1,0.03349522693,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-05-02,Wednesday,3,May,4,2018,0,59.69,0.02,1
406,ttm,0,stock,ES,sp_100_daily,Bear,55.97,56.24,55.49,55.5,50.9212,55.865,2018-06-04,Monday,1,June,5,2018,55.52,2018-06-05,Tuesday,2,June,5,2018,2018-06-05,54.99,0,Tuesday,2,June,5,2018,54.89,2018-06-05,0,Tuesday,2,June,5,2018,0.63,55.67,2018-06-05,0,Tuesday,2,June,5,2018,0.15,-0.78,0.53,4.9438,1,0.02,1,0.954610951,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-05,Tuesday,2,June,5,2018,0,54.99,0.53,1
407,ttm,0,stock,ES,sp_100_daily,Bear,63.09,63.34,62.52,62.69,55.27,62.93,2018-11-01,Thursday,4,November,10,2018,63.57,2018-11-02,Friday,5,November,10,2018,2018-11-02,62.19,0,Friday,5,November,10,2018,61.57,2018-11-02,0,Friday,5,November,10,2018,2,64.03,2018-11-02,0,Friday,5,November,10,2018,0.46,-2.46,1.38,7.66,1,0.88,1,2.1708353,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-11-02,Friday,5,November,10,2018,0,62.19,1.38,1
408,ttm,0,stock,ES,sp_100_daily,Bear,83.13,83.51,82.7,82.86,75.6161,83.105,2020-01-03,Friday,5,January,0,2020,83.05,2020-01-06,Monday,1,January,0,2020,2020-01-06,83.31,0,Monday,1,January,0,2020,83,2020-01-06,0,Monday,1,January,0,2020,0.05,83.75,2020-01-06,0,Monday,1,January,0,2020,0.7,-0.75,-0.26,7.4889,1,0.19,1,-0.313064419,1,2020-01-06,Monday,1,January,0,2020,0,83.31,-0.26,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,ttm,0,stock,ES,sp_100_daily,Bear,91.4,94.59,90,92.56,82.1229,92.295,2020-03-09,Monday,1,March,2,2020,93.34,2020-03-10,Tuesday,2,March,2,2020,2020-03-10,91.14,0,Tuesday,2,March,2,2020,87.45,2020-03-10,0,Tuesday,2,March,2,2020,5.89,94.34,2020-03-10,0,Tuesday,2,March,2,2020,1,-6.89,2.2,10.1721,1,0.78,1,2.356974502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020-03-10,Tuesday,2,March,2,2020,0,91.14,2.2,1
410,ttm,0,stock,ES,sp_100_daily,Bear,86.72,86.72,75.46,77.05,82.3183,81.09,2020-03-19,Thursday,4,March,2,2020,77.51,2020-03-20,Friday,5,March,2,2020,2020-03-20,68.34,0,Friday,5,March,2,2020,67.42,2020-03-20,0,Friday,5,March,2,2020,10.09,77.75,2020-03-20,0,Friday,5,March,2,2020,0.24,-10.33,9.17,-1.2283,-1,0.46,1,11.83073152,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020-03-20,Friday,5,March,2,2020,0,68.34,9.17,1
411,ttm,0,stock,ES,sp_100_daily,Bear,88.48,88.69,85.9,86.09,79.6826,87.295,2020-08-11,Tuesday,2,August,7,2020,86.58,2020-08-12,Wednesday,3,August,7,2020,2020-08-12,87.91,0,Wednesday,3,August,7,2020,86.4,2020-08-12,0,Wednesday,3,August,7,2020,0.18,88.35,2020-08-12,0,Wednesday,3,August,7,2020,1.77,-1.95,-1.33,7.6124,1,0.49,1,-1.536151536,1,2020-08-12,Wednesday,3,August,7,2020,0,87.91,-1.33,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,ttm,0,stock,ES,sp_100_daily,Bear,82.71,82.78,81.4,81.93,80.3863,82.09,2020-09-17,Thursday,4,September,8,2020,81.63,2020-09-18,Friday,5,September,8,2020,2020-09-18,78.86,0,Friday,5,September,8,2020,78.66,2020-09-18,0,Friday,5,September,8,2020,2.97,81.8264,2020-09-18,0,Friday,5,September,8,2020,0.1964,-3.1664,2.77,1.7037,1,-0.3,-1,3.393360284,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020-09-18,Friday,5,September,8,2020,0,78.86,2.77,1
413,ttm,0,stock,ES,sp_100_daily,Bear,92.35,92.36,89.59,89.75,82.4872,90.975,2020-11-18,Wednesday,3,November,10,2020,89.51,2020-11-19,Thursday,4,November,10,2020,2020-11-19,88.19,0,Thursday,4,November,10,2020,87.35,2020-11-19,0,Thursday,4,November,10,2020,2.16,89.834,2020-11-19,0,Thursday,4,November,10,2020,0.324,-2.484,1.32,8.4878,1,-0.24,-1,1.474695565,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020-11-19,Thursday,4,November,10,2020,0,88.19,1.32,1
414,ttm,0,stock,ES,sp_100_daily,Bear,87.86,88.1,86.455,86.81,83.1419,87.2775,2020-12-03,Thursday,4,December,11,2020,86.51,2020-12-04,Friday,5,December,11,2020,2020-12-04,85.54,0,Friday,5,December,11,2020,84.7,2020-12-04,0,Friday,5,December,11,2020,1.81,87.13,2020-12-04,0,Friday,5,December,11,2020,0.62,-2.43,0.97,4.1356,1,-0.3,-1,1.121257658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020-12-04,Friday,5,December,11,2020,0,85.54,0.97,1
415,ttm,0,stock,ES,sp_100_daily,Bear,85.35,86.46,84.1,84.71,84.0304,85.28,2020-12-18,Friday,5,December,11,2020,83.37,2020-12-21,Monday,1,December,11,2020,2020-12-21,83.71,0,Monday,1,December,11,2020,82.17,2020-12-21,0,Monday,1,December,11,2020,1.2,83.88,2020-12-21,0,Monday,1,December,11,2020,0.51,-1.71,-0.34,1.2496,1,-1.34,-1,-0.407820559,1,2020-12-21,Monday,1,December,11,2020,0,83.71,-0.34,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,ttm,0,stock,ES,sp_100_daily,Bear,85.86,85.93,83.28,83.59,80.087,84.605,2021-05-05,Wednesday,3,May,4,2021,83.97,2021-05-06,Thursday,4,May,4,2021,2021-05-06,84.33,0,Thursday,4,May,4,2021,83.26,2021-05-06,0,Thursday,4,May,4,2021,0.71,84.43,2021-05-06,0,Thursday,4,May,4,2021,0.46,-1.17,-0.36,4.518,1,0.38,1,-0.4287245445,1,2021-05-06,Thursday,4,May,4,2021,0,84.33,-0.36,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,ttm,0,stock,ES,sp_100_daily,Bear,83.87,84.006,82.66,82.68,80.3383,83.333,2021-05-12,Wednesday,3,May,4,2021,82.99,2021-05-13,Thursday,4,May,4,2021,2021-05-13,84.71,0,Thursday,4,May,4,2021,82.83,2021-05-13,0,Thursday,4,May,4,2021,0.16,85.29,2021-05-13,0,Thursday,4,May,4,2021,2.3,-2.46,-1.72,2.9947,1,0.31,1,-2.07253886,1,2021-05-13,Thursday,4,May,4,2021,0,84.71,-1.72,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,ttm,0,stock,ES,sp_100_daily,Bear,83.32,83.5697,81.92,82.33,81.087,82.74485,2021-05-25,Tuesday,2,May,4,2021,82.14,2021-05-26,Wednesday,3,May,4,2021,2021-05-26,81.5,0,Wednesday,3,May,4,2021,81.28,2021-05-26,0,Wednesday,3,May,4,2021,0.86,82.34,2021-05-26,0,Wednesday,3,May,4,2021,0.2,-1.06,0.64,1.65785,1,-0.19,-1,0.7791575359,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2021-05-26,Wednesday,3,May,4,2021,0,81.5,0.64,1
419,ttm,0,stock,ES,sp_100_daily,Bear,91.88,91.88,89.72,89.73,82.7115,90.8,2021-09-07,Tuesday,2,September,8,2021,89.81,2021-09-08,Wednesday,3,September,8,2021,2021-09-08,91.89,0,Wednesday,3,September,8,2021,89.39,2021-09-08,0,Wednesday,3,September,8,2021,0.42,92.61,2021-09-08,0,Wednesday,3,September,8,2021,2.8,-3.22,-2.08,8.0885,1,0.08,1,-2.316000445,1,2021-09-08,Wednesday,3,September,8,2021,0,91.89,-2.08,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,ttm,0,stock,ES,sp_100_daily,Bear,82.31,82.5,81.925,81.95,82.552,82.2125,2021-11-12,Friday,5,November,10,2021,82.54,2021-11-15,Monday,1,November,10,2021,2021-11-15,83.5,0,Monday,1,November,10,2021,82.1,2021-11-15,0,Monday,1,November,10,2021,0.44,83.59,2021-11-15,0,Monday,1,November,10,2021,1.05,-1.49,-0.96,-0.3395,-1,0.59,1,-1.16307245,1,2021-11-15,Monday,1,November,10,2021,0,83.5,-0.96,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,ttm,0,stock,ES,sp_100_daily,Bear,89.06,89.46,85.83,86.63,83.5647,87.645,2022-01-11,Tuesday,2,January,0,2022,86.21,2022-01-12,Wednesday,3,January,0,2022,2022-01-12,87.49,0,Wednesday,3,January,0,2022,85.725,2022-01-12,0,Wednesday,3,January,0,2022,0.485,87.72,2022-01-12,0,Wednesday,3,January,0,2022,1.51,-1.995,-1.28,4.0803,1,-0.42,-1,-1.484746549,1,2022-01-12,Wednesday,3,January,0,2022,0,87.49,-1.28,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,ttm,0,stock,ES,sp_100_daily,Bear,74.21,74.3,71.26,71.68,85.1522,72.78,2022-10-20,Thursday,4,October,9,2022,71.88,2022-10-21,Friday,5,October,9,2022,2022-10-21,72.59,0,Friday,5,October,9,2022,71.325,2022-10-21,0,Friday,5,October,9,2022,0.555,73.04,2022-10-21,0,Friday,5,October,9,2022,1.16,-1.715,-0.71,-12.3722,-1,0.2,1,-0.9877573734,1,2022-10-21,Friday,5,October,9,2022,0,72.59,-0.71,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,ttm,0,stock,XAR,sp_100_daily,Bear,68.54,68.55,66.62,66.72,63.0432,67.585,2017-03-21,Tuesday,2,March,2,2017,66.5,2017-03-22,Wednesday,3,March,2,2017,2017-03-22,66.41,0,Wednesday,3,March,2,2017,66.21,2017-03-22,0,Wednesday,3,March,2,2017,0.29,66.84,2017-03-22,0,Wednesday,3,March,2,2017,0.34,-0.63,0.09,4.5418,1,-0.22,-1,0.1353383459,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-03-22,Wednesday,3,March,2,2017,0,66.41,0.09,1
424,ttm,0,stock,XAR,sp_100_daily,Bear,66.41,66.66,65.97,66.04,63.7915,66.315,2017-04-13,Thursday,4,April,3,2017,66.4,2017-04-17,Monday,1,April,3,2017,2017-04-17,66.97,0,Monday,1,April,3,2017,66.328,2017-04-17,0,Monday,1,April,3,2017,0.072,66.97,2017-04-17,0,Monday,1,April,3,2017,0.57,-0.642,-0.57,2.5235,1,0.36,1,-0.8584337349,1,2017-04-17,Monday,1,April,3,2017,0,66.97,-0.57,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,ttm,0,stock,XAR,sp_100_daily,Bear,66.5,66.97,65.9101,66.71,64.4493,66.44005,2017-05-18,Thursday,4,May,4,2017,66.79,2017-05-19,Friday,5,May,4,2017,2017-05-19,67.63,0,Friday,5,May,4,2017,66.776,2017-05-19,0,Friday,5,May,4,2017,0.014,67.89,2017-05-19,0,Friday,5,May,4,2017,1.1,-1.114,-0.84,1.99075,1,0.08,1,-1.257673304,1,2017-05-19,Friday,5,May,4,2017,0,67.63,-0.84,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,ttm,0,stock,XAR,sp_100_daily,Bear,70.23,70.4177,69.691,69.82,65.5183,70.05435,2017-06-21,Wednesday,3,June,5,2017,69.86,2017-06-22,Thursday,4,June,5,2017,2017-06-22,69.65,0,Thursday,4,June,5,2017,69.5701,2017-06-22,0,Thursday,4,June,5,2017,0.2899,69.9,2017-06-22,0,Thursday,4,June,5,2017,0.04,-0.3299,0.21,4.53605,1,0.04,1,0.3006012024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-06-22,Thursday,4,June,5,2017,0,69.65,0.21,1
427,ttm,0,stock,XAR,sp_100_daily,Bear,73.25,73.5683,72.41,72.86,67.3663,72.98915,2017-07-27,Thursday,4,July,6,2017,72.63,2017-07-28,Friday,5,July,6,2017,2017-07-28,73.41,0,Friday,5,July,6,2017,72.63,2017-07-28,0,Friday,5,July,6,2017,0,73.46,2017-07-28,0,Friday,5,July,6,2017,0.83,-0.83,-0.78,5.62285,1,-0.23,-1,-1.07393639,1,2017-07-28,Friday,5,July,6,2017,0,73.41,-0.78,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,ttm,0,stock,XAR,sp_100_daily,Bear,74.4,74.4307,73.37,73.41,68.8757,73.90035,2017-08-17,Thursday,4,August,7,2017,73.27,2017-08-18,Friday,5,August,7,2017,2017-08-18,73.27,0,Friday,5,August,7,2017,72.918,2017-08-18,0,Friday,5,August,7,2017,0.352,73.68,2017-08-18,0,Friday,5,August,7,2017,0.41,-0.762,0,5.02465,1,-0.14,-1,0,1,2017-08-18,Friday,5,August,7,2017,0,73.27,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
